id,emp_name,sales_date,sales_target,actual_sales
2001,Kabir Singh,2026-03-25,15000,12800
2001,Kabir Singh,2026-03-26,15000,15600
2001,Kabir Singh,2026-03-27,15000,17100
2001,Kabir Singh,2026-03-28,15000,14000
2001,Kabir Singh,2026-03-30,15000,17100
2001,Kabir Singh,2026-03-31,15000,15900
2001,Kabir Singh,2026-04-01,15000,12900
2001,Kabir Singh,2026-04-02,15000,11300
2001,Kabir Singh,2026-04-03,15000,17400
2001,Kabir Singh,2026-04-04,15000,11500
2001,Kabir Singh,2026-04-06,15000,10400
2001,Kabir Singh,2026-04-07,15000,10900
2001,Kabir Singh,2026-04-08,15000,12500
2001,Kabir Singh,2026-04-09,15000,0
2001,Kabir Singh,2026-04-10,15000,11200
2001,Kabir Singh,2026-04-11,15000,13800
2001,Kabir Singh,2026-04-13,15000,14800
2001,Kabir Singh,2026-04-14,15000,10000
2001,Kabir Singh,2026-04-15,15000,9500
2001,Kabir Singh,2026-04-16,15000,14000
2001,Kabir Singh,2026-04-17,15000,12700
2001,Kabir Singh,2026-04-18,15000,11300
2001,Kabir Singh,2026-04-20,15000,13500
2001,Kabir Singh,2026-04-21,15000,11400
2001,Kabir Singh,2026-04-22,15000,10400
2001,Kabir Singh,2026-04-23,15000,8600
2001,Kabir Singh,2026-04-24,15000,15300
2001,Kabir Singh,2026-04-25,15000,15600
2001,Kabir Singh,2026-04-27,15000,15300
2001,Kabir Singh,2026-04-28,15000,14900
2001,Kabir Singh,2026-04-29,15000,12400
2001,Kabir Singh,2026-04-30,15000,17000
2001,Kabir Singh,2026-05-01,15000,12200
2001,Kabir Singh,2026-05-02,15000,0
2001,Kabir Singh,2026-05-04,15000,15000
2001,Kabir Singh,2026-05-05,15000,12800
2001,Kabir Singh,2026-05-06,15000,15300
2001,Kabir Singh,2026-05-07,15000,10600
2001,Kabir Singh,2026-05-08,15000,15700
2001,Kabir Singh,2026-05-09,15000,11900
2001,Kabir Singh,2026-05-11,15000,14400
2001,Kabir Singh,2026-05-12,15000,16200
2001,Kabir Singh,2026-05-13,15000,17000
2001,Kabir Singh,2026-05-14,15000,10400
2001,Kabir Singh,2026-05-15,15000,15200
2001,Kabir Singh,2026-05-16,15000,11600
2001,Kabir Singh,2026-05-18,15000,17500
2001,Kabir Singh,2026-05-19,15000,16700
2001,Kabir Singh,2026-05-20,15000,13500
2001,Kabir Singh,2026-05-21,15000,10300
2001,Kabir Singh,2026-05-22,15000,13800
2001,Kabir Singh,2026-05-23,15000,11200
2001,Kabir Singh,2026-05-25,15000,14300
2001,Kabir Singh,2026-05-26,15000,15200
2001,Kabir Singh,2026-05-27,15000,12300
2001,Kabir Singh,2026-05-28,15000,11200
2001,Kabir Singh,2026-05-29,15000,12600
2001,Kabir Singh,2026-05-30,15000,12000
2002,Devendra Rao,2026-01-01,8000,6700
2002,Devendra Rao,2026-01-02,8000,5100
2002,Devendra Rao,2026-01-03,8000,4100
2002,Devendra Rao,2026-01-05,8000,6600
2002,Devendra Rao,2026-01-06,8000,7500
2002,Devendra Rao,2026-01-07,8000,0
2002,Devendra Rao,2026-01-08,8000,0
2002,Devendra Rao,2026-01-09,8000,6500
2002,Devendra Rao,2026-01-10,8000,6600
2002,Devendra Rao,2026-01-12,8000,7700
2002,Devendra Rao,2026-01-13,8000,4600
2002,Devendra Rao,2026-01-14,8000,7200
2002,Devendra Rao,2026-01-15,8000,6900
2002,Devendra Rao,2026-01-16,8000,5400
2002,Devendra Rao,2026-01-17,8000,7300
2002,Devendra Rao,2026-01-19,8000,7200
2002,Devendra Rao,2026-01-20,8000,6400
2002,Devendra Rao,2026-01-21,8000,7300
2002,Devendra Rao,2026-01-22,8000,5100
2002,Devendra Rao,2026-01-23,8000,6700
2002,Devendra Rao,2026-01-24,8000,7300
2002,Devendra Rao,2026-01-26,8000,6700
2002,Devendra Rao,2026-01-27,8000,7900
2002,Devendra Rao,2026-01-28,8000,5400
2002,Devendra Rao,2026-01-29,8000,6100
2002,Devendra Rao,2026-01-30,8000,0
2002,Devendra Rao,2026-01-31,8000,4900
2002,Devendra Rao,2026-02-02,8000,7100
2002,Devendra Rao,2026-02-03,8000,6000
2002,Devendra Rao,2026-02-04,8000,7900
2002,Devendra Rao,2026-02-05,8000,6600
2002,Devendra Rao,2026-02-06,8000,7900
2002,Devendra Rao,2026-02-07,8000,6200
2002,Devendra Rao,2026-02-09,8000,4400
2002,Devendra Rao,2026-02-10,8000,7800
2002,Devendra Rao,2026-02-11,8000,6900
2002,Devendra Rao,2026-02-12,8000,5400
2002,Devendra Rao,2026-02-13,8000,7400
2002,Devendra Rao,2026-02-14,8000,5300
2002,Devendra Rao,2026-02-16,8000,7500
2002,Devendra Rao,2026-02-17,8000,4800
2002,Devendra Rao,2026-02-18,8000,5400
2002,Devendra Rao,2026-02-19,8000,7900
2002,Devendra Rao,2026-02-20,8000,9100
2002,Devendra Rao,2026-02-21,8000,7800
2002,Devendra Rao,2026-02-23,8000,5400
2002,Devendra Rao,2026-02-24,8000,7700
2002,Devendra Rao,2026-02-25,8000,6600
2002,Devendra Rao,2026-02-26,8000,7100
2002,Devendra Rao,2026-02-27,8000,6700
2002,Devendra Rao,2026-02-28,8000,5000
2002,Devendra Rao,2026-03-02,8000,7100
2002,Devendra Rao,2026-03-03,8000,3800
2002,Devendra Rao,2026-03-04,8000,4600
2002,Devendra Rao,2026-03-05,8000,5000
2002,Devendra Rao,2026-03-06,8000,7100
2002,Devendra Rao,2026-03-07,8000,9300
2002,Devendra Rao,2026-03-09,8000,9100
2002,Devendra Rao,2026-03-10,8000,8500
2002,Devendra Rao,2026-03-11,8000,9600
2002,Devendra Rao,2026-03-12,8000,5600
2002,Devendra Rao,2026-03-13,8000,8800
2002,Devendra Rao,2026-03-14,8000,7300
2002,Devendra Rao,2026-03-16,8000,9100
2002,Devendra Rao,2026-03-17,8000,8000
2002,Devendra Rao,2026-03-18,8000,6900
2002,Devendra Rao,2026-03-19,8000,10200
2002,Devendra Rao,2026-03-20,8000,5800
2002,Devendra Rao,2026-03-21,8000,0
2002,Devendra Rao,2026-03-23,8000,7500
2002,Devendra Rao,2026-03-24,8000,7800
2002,Devendra Rao,2026-03-25,8000,6700
2002,Devendra Rao,2026-03-26,8000,8900
2002,Devendra Rao,2026-03-27,8000,5600
2002,Devendra Rao,2026-03-28,8000,7000
2002,Devendra Rao,2026-03-30,8000,5100
2002,Devendra Rao,2026-03-31,8000,5700
2002,Devendra Rao,2026-04-01,8000,5200
2002,Devendra Rao,2026-04-02,8000,6800
2002,Devendra Rao,2026-04-03,8000,0
2002,Devendra Rao,2026-04-04,8000,7200
2002,Devendra Rao,2026-04-06,8000,9000
2002,Devendra Rao,2026-04-07,8000,3500
2002,Devendra Rao,2026-04-08,8000,7900
2002,Devendra Rao,2026-04-09,8000,6000
2002,Devendra Rao,2026-04-10,8000,6800
2002,Devendra Rao,2026-04-11,8000,7800
2002,Devendra Rao,2026-04-13,8000,7100
2002,Devendra Rao,2026-04-14,8000,7600
2002,Devendra Rao,2026-04-15,8000,5900
2002,Devendra Rao,2026-04-16,8000,7800
2002,Devendra Rao,2026-04-17,8000,5500
2002,Devendra Rao,2026-04-18,8000,0
2002,Devendra Rao,2026-04-20,8000,7200
2002,Devendra Rao,2026-04-21,8000,9500
2002,Devendra Rao,2026-04-22,8000,6400
2002,Devendra Rao,2026-04-23,8000,7700
2002,Devendra Rao,2026-04-24,8000,6900
2002,Devendra Rao,2026-04-25,8000,8300
2002,Devendra Rao,2026-04-27,8000,0
2002,Devendra Rao,2026-04-28,8000,6000
2002,Devendra Rao,2026-04-29,8000,6300
2002,Devendra Rao,2026-04-30,8000,7600
2002,Devendra Rao,2026-05-01,8000,8400
2002,Devendra Rao,2026-05-02,8000,5600
2002,Devendra Rao,2026-05-04,8000,7700
2002,Devendra Rao,2026-05-05,8000,8600
2002,Devendra Rao,2026-05-06,8000,6900
2002,Devendra Rao,2026-05-07,8000,8300
2002,Devendra Rao,2026-05-08,8000,5800
2002,Devendra Rao,2026-05-09,8000,4800
2002,Devendra Rao,2026-05-11,8000,0
2002,Devendra Rao,2026-05-12,8000,6100
2002,Devendra Rao,2026-05-13,8000,6900
2002,Devendra Rao,2026-05-14,8000,5500
2002,Devendra Rao,2026-05-15,8000,7500
2002,Devendra Rao,2026-05-16,8000,7800
2002,Devendra Rao,2026-05-18,8000,6900
2002,Devendra Rao,2026-05-19,8000,6600
2002,Devendra Rao,2026-05-20,8000,7000
2002,Devendra Rao,2026-05-21,8000,7900
2002,Devendra Rao,2026-05-22,8000,7400
2002,Devendra Rao,2026-05-23,8000,7100
2002,Devendra Rao,2026-05-25,8000,5600
2002,Devendra Rao,2026-05-26,8000,8100
2002,Devendra Rao,2026-05-27,8000,7700
2002,Devendra Rao,2026-05-28,8000,6600
2002,Devendra Rao,2026-05-29,8000,7800
2002,Devendra Rao,2026-05-30,8000,5500
2003,Manish Gupta,2026-01-01,10500,14000
2003,Manish Gupta,2026-01-02,10500,12700
2003,Manish Gupta,2026-01-03,10500,9500
2003,Manish Gupta,2026-01-05,10500,13100
2003,Manish Gupta,2026-01-06,10500,10700
2003,Manish Gupta,2026-01-07,10500,9700
2003,Manish Gupta,2026-01-08,10500,15000
2003,Manish Gupta,2026-01-09,10500,8900
2003,Manish Gupta,2026-01-10,10500,11900
2003,Manish Gupta,2026-01-12,10500,8600
2003,Manish Gupta,2026-01-13,10500,9300
2003,Manish Gupta,2026-01-14,10500,12300
2003,Manish Gupta,2026-01-15,10500,0
2003,Manish Gupta,2026-01-16,10500,14500
2003,Manish Gupta,2026-01-17,10500,12600
2003,Manish Gupta,2026-01-19,10500,11200
2003,Manish Gupta,2026-01-20,10500,6800
2003,Manish Gupta,2026-01-21,10500,13300
2003,Manish Gupta,2026-01-22,10500,10700
2003,Manish Gupta,2026-01-23,10500,9700
2003,Manish Gupta,2026-01-24,10500,9200
2003,Manish Gupta,2026-01-26,10500,10800
2003,Manish Gupta,2026-01-27,10500,8400
2003,Manish Gupta,2026-01-28,10500,11100
2003,Manish Gupta,2026-01-29,10500,13200
2003,Manish Gupta,2026-01-30,10500,11100
2003,Manish Gupta,2026-01-31,10500,11000
2003,Manish Gupta,2026-02-02,10500,10500
2003,Manish Gupta,2026-02-03,10500,9800
2003,Manish Gupta,2026-02-04,10500,11600
2003,Manish Gupta,2026-02-05,10500,11700
2003,Manish Gupta,2026-02-06,10500,12500
2003,Manish Gupta,2026-02-07,10500,14500
2003,Manish Gupta,2026-02-09,10500,10600
2003,Manish Gupta,2026-02-10,10500,12300
2003,Manish Gupta,2026-02-11,10500,10400
2003,Manish Gupta,2026-02-12,10500,11400
2003,Manish Gupta,2026-02-13,10500,10200
2003,Manish Gupta,2026-02-14,10500,12500
2003,Manish Gupta,2026-02-16,10500,12800
2003,Manish Gupta,2026-02-17,10500,11300
2003,Manish Gupta,2026-02-18,10500,11800
2003,Manish Gupta,2026-02-19,10500,10000
2003,Manish Gupta,2026-02-20,10500,13300
2003,Manish Gupta,2026-02-21,10500,10500
2003,Manish Gupta,2026-02-23,10500,9000
2003,Manish Gupta,2026-02-24,10500,13900
2003,Manish Gupta,2026-02-25,10500,12900
2003,Manish Gupta,2026-02-26,10500,10900
2003,Manish Gupta,2026-02-27,10500,12000
2003,Manish Gupta,2026-02-28,10500,6500
2003,Manish Gupta,2026-03-02,10500,12600
2003,Manish Gupta,2026-03-03,10500,0
2003,Manish Gupta,2026-03-04,10500,10300
2003,Manish Gupta,2026-03-05,10500,12800
2003,Manish Gupta,2026-03-06,10500,12100
2003,Manish Gupta,2026-03-07,10500,12300
2003,Manish Gupta,2026-03-09,10500,9500
2003,Manish Gupta,2026-03-10,10500,11100
2003,Manish Gupta,2026-03-11,10500,11500
2003,Manish Gupta,2026-03-12,10500,13100
2003,Manish Gupta,2026-03-13,10500,10700
2003,Manish Gupta,2026-03-14,10500,10700
2003,Manish Gupta,2026-03-16,10500,11700
2003,Manish Gupta,2026-03-17,10500,11000
2003,Manish Gupta,2026-03-18,10500,10600
2003,Manish Gupta,2026-03-19,10500,12300
2003,Manish Gupta,2026-03-20,10500,10300
2003,Manish Gupta,2026-03-21,10500,10700
2003,Manish Gupta,2026-03-23,10500,9200
2003,Manish Gupta,2026-03-24,10500,10900
2003,Manish Gupta,2026-03-25,10500,6300
2003,Manish Gupta,2026-03-26,10500,10500
2003,Manish Gupta,2026-03-27,10500,13900
2003,Manish Gupta,2026-03-28,10500,7900
2003,Manish Gupta,2026-03-30,10500,14500
2003,Manish Gupta,2026-03-31,10500,12600
2003,Manish Gupta,2026-04-01,10500,10600
2003,Manish Gupta,2026-04-02,10500,0
2003,Manish Gupta,2026-04-03,10500,11700
2003,Manish Gupta,2026-04-04,10500,11900
2003,Manish Gupta,2026-04-06,10500,9300
2003,Manish Gupta,2026-04-07,10500,11600
2003,Manish Gupta,2026-04-08,10500,7300
2003,Manish Gupta,2026-04-09,10500,9100
2003,Manish Gupta,2026-04-10,10500,10900
2003,Manish Gupta,2026-04-11,10500,9700
2003,Manish Gupta,2026-04-13,10500,12700
2003,Manish Gupta,2026-04-14,10500,10000
2003,Manish Gupta,2026-04-15,10500,15200
2003,Manish Gupta,2026-04-16,10500,12000
2003,Manish Gupta,2026-04-17,10500,10900
2003,Manish Gupta,2026-04-18,10500,10100
2003,Manish Gupta,2026-04-20,10500,11800
2003,Manish Gupta,2026-04-21,10500,10200
2003,Manish Gupta,2026-04-22,10500,12700
2003,Manish Gupta,2026-04-23,10500,11100
2003,Manish Gupta,2026-04-24,10500,13600
2003,Manish Gupta,2026-04-25,10500,8000
2003,Manish Gupta,2026-04-27,10500,9300
2003,Manish Gupta,2026-04-28,10500,10800
2003,Manish Gupta,2026-04-29,10500,13100
2003,Manish Gupta,2026-04-30,10500,10000
2003,Manish Gupta,2026-05-01,10500,15900
2003,Manish Gupta,2026-05-02,10500,11800
2003,Manish Gupta,2026-05-04,10500,14600
2003,Manish Gupta,2026-05-05,10500,14100
2003,Manish Gupta,2026-05-06,10500,13700
2003,Manish Gupta,2026-05-07,10500,10300
2003,Manish Gupta,2026-05-08,10500,17100
2003,Manish Gupta,2026-05-09,10500,14000
2003,Manish Gupta,2026-05-11,10500,8800
2003,Manish Gupta,2026-05-12,10500,9900
2003,Manish Gupta,2026-05-13,10500,15900
2003,Manish Gupta,2026-05-14,10500,12700
2003,Manish Gupta,2026-05-15,10500,12600
2003,Manish Gupta,2026-05-16,10500,12300
2003,Manish Gupta,2026-05-18,10500,15100
2003,Manish Gupta,2026-05-19,10500,14600
2003,Manish Gupta,2026-05-20,10500,13700
2003,Manish Gupta,2026-05-21,10500,9700
2003,Manish Gupta,2026-05-22,10500,17400
2003,Manish Gupta,2026-05-23,10500,9200
2003,Manish Gupta,2026-05-25,10500,7500
2003,Manish Gupta,2026-05-26,10500,15600
2003,Manish Gupta,2026-05-27,10500,10000
2003,Manish Gupta,2026-05-28,10500,10700
2003,Manish Gupta,2026-05-29,10500,13000
2003,Manish Gupta,2026-05-30,10500,10700
2004,Saurabh Jain,2026-01-01,10500,9000
2004,Saurabh Jain,2026-01-02,10500,8900
2004,Saurabh Jain,2026-01-03,10500,8600
2004,Saurabh Jain,2026-01-05,10500,0
2004,Saurabh Jain,2026-01-06,10500,11200
2004,Saurabh Jain,2026-01-07,10500,12400
2004,Saurabh Jain,2026-01-08,10500,9300
2004,Saurabh Jain,2026-01-09,10500,7700
2004,Saurabh Jain,2026-01-10,10500,7400
2004,Saurabh Jain,2026-01-12,10500,8000
2004,Saurabh Jain,2026-01-13,10500,7200
2004,Saurabh Jain,2026-01-14,10500,10700
2004,Saurabh Jain,2026-01-15,10500,9700
2004,Saurabh Jain,2026-01-16,10500,9900
2004,Saurabh Jain,2026-01-17,10500,9600
2004,Saurabh Jain,2026-01-19,10500,8500
2004,Saurabh Jain,2026-01-20,10500,9300
2004,Saurabh Jain,2026-01-21,10500,9400
2004,Saurabh Jain,2026-01-22,10500,6500
2004,Saurabh Jain,2026-01-23,10500,10500
2004,Saurabh Jain,2026-01-24,10500,12200
2004,Saurabh Jain,2026-01-26,10500,10100
2004,Saurabh Jain,2026-01-27,10500,12000
2004,Saurabh Jain,2026-01-28,10500,7300
2004,Saurabh Jain,2026-01-29,10500,11600
2004,Saurabh Jain,2026-01-30,10500,10200
2004,Saurabh Jain,2026-01-31,10500,10100
2004,Saurabh Jain,2026-02-02,10500,10400
2004,Saurabh Jain,2026-02-03,10500,9200
2004,Saurabh Jain,2026-02-04,10500,9700
2004,Saurabh Jain,2026-02-05,10500,9400
2004,Saurabh Jain,2026-02-06,10500,6800
2004,Saurabh Jain,2026-02-07,10500,9300
2004,Saurabh Jain,2026-02-09,10500,0
2004,Saurabh Jain,2026-02-10,10500,6900
2004,Saurabh Jain,2026-02-11,10500,9500
2004,Saurabh Jain,2026-02-12,10500,10700
2004,Saurabh Jain,2026-02-13,10500,10500
2004,Saurabh Jain,2026-02-14,10500,9200
2004,Saurabh Jain,2026-02-16,10500,9000
2004,Saurabh Jain,2026-02-17,10500,9600
2004,Saurabh Jain,2026-02-18,10500,10400
2004,Saurabh Jain,2026-02-19,10500,12900
2004,Saurabh Jain,2026-02-20,10500,12500
2004,Saurabh Jain,2026-02-21,10500,9600
2004,Saurabh Jain,2026-02-23,10500,9700
2004,Saurabh Jain,2026-02-24,10500,9500
2004,Saurabh Jain,2026-02-25,10500,8600
2004,Saurabh Jain,2026-02-26,10500,10600
2004,Saurabh Jain,2026-02-27,10500,11200
2004,Saurabh Jain,2026-02-28,10500,11800
2004,Saurabh Jain,2026-03-02,10500,10600
2004,Saurabh Jain,2026-03-03,10500,8100
2004,Saurabh Jain,2026-03-04,10500,11500
2004,Saurabh Jain,2026-03-05,10500,10900
2004,Saurabh Jain,2026-03-06,10500,11200
2004,Saurabh Jain,2026-03-07,10500,12000
2004,Saurabh Jain,2026-03-09,10500,5000
2004,Saurabh Jain,2026-03-10,10500,9800
2004,Saurabh Jain,2026-03-11,10500,8900
2004,Saurabh Jain,2026-03-12,10500,9700
2004,Saurabh Jain,2026-03-13,10500,11400
2004,Saurabh Jain,2026-03-14,10500,9500
2004,Saurabh Jain,2026-03-16,10500,9800
2004,Saurabh Jain,2026-03-17,10500,10000
2004,Saurabh Jain,2026-03-18,10500,10600
2004,Saurabh Jain,2026-03-19,10500,10400
2004,Saurabh Jain,2026-03-20,10500,11500
2004,Saurabh Jain,2026-03-21,10500,10800
2004,Saurabh Jain,2026-03-23,10500,10200
2004,Saurabh Jain,2026-03-24,10500,11700
2004,Saurabh Jain,2026-03-25,10500,9700
2004,Saurabh Jain,2026-03-26,10500,11000
2004,Saurabh Jain,2026-03-27,10500,12800
2004,Saurabh Jain,2026-03-28,10500,9200
2004,Saurabh Jain,2026-03-30,10500,12200
2004,Saurabh Jain,2026-03-31,10500,9000
2004,Saurabh Jain,2026-04-01,10500,10400
2004,Saurabh Jain,2026-04-02,10500,8400
2004,Saurabh Jain,2026-04-03,10500,8000
2004,Saurabh Jain,2026-04-04,10500,0
2004,Saurabh Jain,2026-04-06,10500,9700
2004,Saurabh Jain,2026-04-07,10500,10800
2004,Saurabh Jain,2026-04-08,10500,8000
2004,Saurabh Jain,2026-04-09,10500,9500
2004,Saurabh Jain,2026-04-10,10500,12600
2004,Saurabh Jain,2026-04-11,10500,11400
2004,Saurabh Jain,2026-04-13,10500,11700
2004,Saurabh Jain,2026-04-14,10500,10100
2004,Saurabh Jain,2026-04-15,10500,9000
2004,Saurabh Jain,2026-04-16,10500,10500
2004,Saurabh Jain,2026-04-17,10500,6600
2004,Saurabh Jain,2026-04-18,10500,10500
2004,Saurabh Jain,2026-04-20,10500,9600
2004,Saurabh Jain,2026-04-21,10500,9000
2004,Saurabh Jain,2026-04-22,10500,7900
2004,Saurabh Jain,2026-04-23,10500,8200
2004,Saurabh Jain,2026-04-24,10500,7800
2004,Saurabh Jain,2026-04-25,10500,11800
2004,Saurabh Jain,2026-04-27,10500,10500
2004,Saurabh Jain,2026-04-28,10500,11400
2004,Saurabh Jain,2026-04-29,10500,10300
2004,Saurabh Jain,2026-04-30,10500,12300
2004,Saurabh Jain,2026-05-01,10500,12500
2004,Saurabh Jain,2026-05-02,10500,9000
2004,Saurabh Jain,2026-05-04,10500,10600
2004,Saurabh Jain,2026-05-05,10500,11100
2004,Saurabh Jain,2026-05-06,10500,9400
2004,Saurabh Jain,2026-05-07,10500,10100
2004,Saurabh Jain,2026-05-08,10500,10400
2004,Saurabh Jain,2026-05-09,10500,10900
2004,Saurabh Jain,2026-05-11,10500,10300
2004,Saurabh Jain,2026-05-12,10500,10300
2004,Saurabh Jain,2026-05-13,10500,8800
2004,Saurabh Jain,2026-05-14,10500,10500
2004,Saurabh Jain,2026-05-15,10500,12200
2004,Saurabh Jain,2026-05-16,10500,13000
2004,Saurabh Jain,2026-05-18,10500,7600
2004,Saurabh Jain,2026-05-19,10500,10200
2004,Saurabh Jain,2026-05-20,10500,8700
2004,Saurabh Jain,2026-05-21,10500,9600
2004,Saurabh Jain,2026-05-22,10500,11200
2004,Saurabh Jain,2026-05-23,10500,8300
2004,Saurabh Jain,2026-05-25,10500,9200
2004,Saurabh Jain,2026-05-26,10500,9400
2004,Saurabh Jain,2026-05-27,10500,10200
2004,Saurabh Jain,2026-05-28,10500,10600
2004,Saurabh Jain,2026-05-29,10500,11800
2004,Saurabh Jain,2026-05-30,10500,7700
2005,Varun Nair,2026-01-01,12000,10900
2005,Varun Nair,2026-01-02,12000,11900
2005,Varun Nair,2026-01-03,12000,12300
2005,Varun Nair,2026-01-05,12000,11200
2005,Varun Nair,2026-01-06,12000,11200
2005,Varun Nair,2026-01-07,12000,10200
2005,Varun Nair,2026-01-08,12000,14900
2005,Varun Nair,2026-01-09,12000,16900
2005,Varun Nair,2026-01-10,12000,14400
2005,Varun Nair,2026-01-12,12000,10500
2005,Varun Nair,2026-01-13,12000,10000
2005,Varun Nair,2026-01-14,12000,12800
2005,Varun Nair,2026-01-15,12000,14500
2005,Varun Nair,2026-01-16,12000,11900
2005,Varun Nair,2026-01-17,12000,13100
2005,Varun Nair,2026-01-19,12000,12100
2005,Varun Nair,2026-01-20,12000,14400
2005,Varun Nair,2026-01-21,12000,14400
2005,Varun Nair,2026-01-22,12000,15600
2005,Varun Nair,2026-01-23,12000,15400
2005,Varun Nair,2026-01-24,12000,0
2005,Varun Nair,2026-01-26,12000,12300
2005,Varun Nair,2026-01-27,12000,9300
2005,Varun Nair,2026-01-28,12000,0
2005,Varun Nair,2026-01-29,12000,15500
2005,Varun Nair,2026-01-30,12000,12000
2005,Varun Nair,2026-01-31,12000,12000
2005,Varun Nair,2026-02-02,12000,8300
2005,Varun Nair,2026-02-03,12000,14100
2005,Varun Nair,2026-02-04,12000,8200
2005,Varun Nair,2026-02-05,12000,12400
2005,Varun Nair,2026-02-06,12000,10700
2005,Varun Nair,2026-02-07,12000,11200
2005,Varun Nair,2026-02-09,12000,14600
2005,Varun Nair,2026-02-10,12000,11200
2005,Varun Nair,2026-02-11,12000,14900
2005,Varun Nair,2026-02-12,12000,10900
2005,Varun Nair,2026-02-13,12000,11600
2005,Varun Nair,2026-02-14,12000,11600
2005,Varun Nair,2026-02-16,12000,13800
2005,Varun Nair,2026-02-17,12000,15100
2005,Varun Nair,2026-02-18,12000,12700
2005,Varun Nair,2026-02-19,12000,14100
2005,Varun Nair,2026-02-20,12000,9900
2005,Varun Nair,2026-02-21,12000,13400
2005,Varun Nair,2026-02-23,12000,12000
2005,Varun Nair,2026-02-24,12000,12300
2005,Varun Nair,2026-02-25,12000,14000
2005,Varun Nair,2026-02-26,12000,10000
2005,Varun Nair,2026-02-27,12000,11700
2005,Varun Nair,2026-02-28,12000,10800
2005,Varun Nair,2026-03-02,12000,15500
2005,Varun Nair,2026-03-03,12000,15400
2005,Varun Nair,2026-03-04,12000,10000
2005,Varun Nair,2026-03-05,12000,12100
2005,Varun Nair,2026-03-06,12000,12400
2005,Varun Nair,2026-03-07,12000,10500
2005,Varun Nair,2026-03-09,12000,8200
2005,Varun Nair,2026-03-10,12000,12100
2005,Varun Nair,2026-03-11,12000,13000
2005,Varun Nair,2026-03-12,12000,17900
2005,Varun Nair,2026-03-13,12000,14800
2005,Varun Nair,2026-03-14,12000,12900
